bond_id,source_dataset,isin,issuer_name,issuer_type,country,currency,amount_issued,amount_issued_usd,issue_date,issue_year,maturity_date,maturity_year,use_of_proceeds,external_review_type,certification,claimed_impact_co2_tons,actual_impact_co2_tons,impact_source
WB-XS2913418377,,XS2913418377,IBRD,Multilateral Dev Bank,World,BRL,60000000.0,11290929.62,2025-09-23,2025.0,2031-10-09,2031.0,Green,,World Bank Green Bond,,,
WB-US45906M4W82,,US45906M4W82,IBRD,Multilateral Dev Bank,World,USD,30000000.0,30000000.0,2024-02-16,2024.0,2029-02-16,2029.0,Green,,World Bank Green Bond,,,
WB-XS2439224705,,XS2439224705,IBRD,Multilateral Dev Bank,World,BRL,200000000.0,40650406.5,2024-02-01,2024.0,2029-02-09,2029.0,Green,,World Bank Green Bond,,,
WB-XS2437747210,,XS2437747210,IBRD,Multilateral Dev Bank,World, CNH ,200000000.0,27892057.74,2024-01-30,2024.0,2029-01-19,2029.0,Green,,World Bank Green Bond,,,
WB-XS2749786195,,XS2749786195,IBRD,Multilateral Dev Bank,World, INR ,4500000000.0,54171180.93,2024-01-25,2024.0,2031-01-25,2031.0,Green,,World Bank Green Bond,,,
WB-XS2707161308,,XS2707161308,IBRD,Multilateral Dev Bank,World, CNH ,150000000.0,20939484.89,2024-01-16,2024.0,2031-01-13,2031.0,Green,,World Bank Green Bond,,,
WB-XS2735317930,,XS2735317930,IBRD,Multilateral Dev Bank,World,SEK,2500000000.0,239005736.14,2023-12-18,2023.0,2028-12-18,2028.0,Green,,World Bank Green Bond,,,
WB-XS2390290786,,XS2390290786,IBRD,Multilateral Dev Bank,World,AUD,30000000.0,19065000.0,2023-10-25,2023.0,2036-09-30,2036.0,Green,,World Bank Green Bond,,,
WB-XS2681932518,,XS2681932518,IBRD,Multilateral Dev Bank,World,KZT,5000000000.0,10474275.18,2023-10-10,2023.0,2028-09-13,2028.0,Green,,World Bank Green Bond,,,
WB-XS2690981555,,XS2690981555,IBRD,Multilateral Dev Bank,World,EUR,25000000.0,26522500.0,2023-10-06,2023.0,2038-09-19,2038.0,Green,,World Bank Green Bond,,,
WB-XS2576077809,,XS2576077809,IBRD,Multilateral Dev Bank,World,IDR,800000000000.0,51513200.26,2023-10-04,2023.0,2029-01-19,2029.0,Green,,World Bank Green Bond,,,
WB-XS2581211716,,XS2581211716,IBRD,Multilateral Dev Bank,World,INR,2000000000.0,24372410.43,2023-07-27,2023.0,2029-02-02,2029.0,Green,,World Bank Green Bond,,,
WB-XS2653488747,,XS2653488747,IBRD,Multilateral Dev Bank,World,EUR,90000000.0,99198000.0,2023-07-19,2023.0,2038-07-19,2038.0,Green,,World Bank Green Bond,,,
WB-XS2439527271,,XS2439527271,IBRD,Multilateral Dev Bank,World,INR,850000000.0,10271903.0,2023-07-13,2023.0,2029-02-09,2029.0,Green,,World Bank Green Bond,,,
WB-XS2288097640,,XS2288097640,IBRD,Multilateral Dev Bank,World,BRL,100000000.0,18796992.48,2021-06-02,2021.0,2026-01-22,2026.0,Green,,World Bank Green Bond,,,
WB-XS2295730803,,XS2295730803,IBRD,Multilateral Dev Bank,World,ZAR,370000000.0,26453135.05,2021-05-18,2021.0,2026-02-05,2026.0,Green,,World Bank Green Bond,,,
WB-XS2339217775,,XS2339217775,IBRD,Multilateral Dev Bank,World,RUB,4000000000.0,31272533.05,2021-05-06,2021.0,2031-05-06,2031.0,Green,,World Bank Green Bond,,,
WB-XS2285181074,,XS2285181074,IBRD,Multilateral Dev Bank,World,BRL,100000000.0,18248175.18,2021-04-30,2021.0,2028-01-14,2028.0,Green,,World Bank Green Bond,,,
WB-XS2288097137,,XS2288097137,IBRD,Multilateral Dev Bank,World,RUB,2000000000.0,26189665.56,2021-03-31,2021.0,2026-01-22,2026.0,Green,,World Bank Green Bond,,,
WB-XS2298592853,,XS2298592853,IBRD,Multilateral Dev Bank,World,CNH,150000000.0,23076923.08,2021-03-23,2021.0,2026-02-18,2026.0,Green,,World Bank Green Bond,,,
WB-XS2288098457,,XS2288098457,IBRD,Multilateral Dev Bank,World,MXN,500000000.0,24330900.24,2021-03-23,2021.0,2026-01-22,2026.0,Green,,World Bank Green Bond,,,
WB-XS2314316162,,XS2314316162,IBRD,Multilateral Dev Bank,World,EUR,40000000.0,48140000.0,2021-03-11,2021.0,2051-03-11,2051.0,Green,,World Bank Green Bond,,,
WB-XS2302933929,,XS2302933929,IBRD,Multilateral Dev Bank,World,EUR,30000000.0,36316500.0,2021-02-23,2021.0,2051-02-23,2051.0,Green,,World Bank Green Bond,,,
WB-XS2299001375,,XS2299001375,IBRD,Multilateral Dev Bank,World,EUR,50000000.0,59940000.0,2021-02-16,2021.0,2051-02-16,2051.0,Green,,World Bank Green Bond,,,
WB-XS2298592770,,XS2298592770,IBRD,Multilateral Dev Bank,World,IDR,550000000000.0,39159843.36,2021-02-16,2021.0,2026-04-15,2026.0,Green,,World Bank Green Bond,,,
WB-XS2298593075,,XS2298593075,IBRD,Multilateral Dev Bank,World,INR,3000000000.0,41135335.25,2021-02-12,2021.0,2026-02-12,2026.0,Green,,World Bank Green Bond,,,
WB-XS2297900990,,XS2297900990,IBRD,Multilateral Dev Bank,World,TRY,100000000.0,13966480.45,2021-02-10,2021.0,2026-08-10,2026.0,Green,,World Bank Green Bond,,,
WB-XS2293578592,,XS2293578592,IBRD,Multilateral Dev Bank,World,SEK,2000000000.0,241429261.23,2021-01-29,2021.0,2029-01-29,2029.0,Green,,World Bank Green Bond,,,
WB-XS2288944510,,XS2288944510,IBRD,Multilateral Dev Bank,World,AUD,130000000.0,100165000.0,2021-01-28,2021.0,2031-01-28,2031.0,Green ,,World Bank Green Bond,,,
WB-XS2288098291,,XS2288098291,IBRD,Multilateral Dev Bank,World,TRY,350000000.0,46604527.3,2021-01-22,2021.0,2026-01-22,2026.0,Green ,,World Bank Green Bond,,,
WB-XS2288097053,,XS2288097053,IBRD,Multilateral Dev Bank,World,ZAR,250000000.0,16191709.84,2021-01-22,2021.0,2026-01-22,2026.0,Green,,World Bank Green Bond,,,
WB-XS2265026372,,XS2265026372,IBRD,Multilateral Dev Bank,World,USD,50000000.0,50000000.0,2020-12-02,2020.0,2033-12-05,2033.0,Green ,,World Bank Green Bond,,,
WB-XS2261206457,,XS2261206457,IBRD,Multilateral Dev Bank,World,MXN,103000000.0,5003108.71,2020-11-24,2020.0,2025-11-25,2025.0,Green ,,World Bank Green Bond,,,
WB-XS2243753360,,XS2243753360,IBRD,Multilateral Dev Bank,World,SEK,1000000000.0,112544847.71,2020-10-15,2020.0,2027-10-15,2027.0,Green ,,World Bank Green Bond,,,
WB-XS2226667678,,XS2226667678,IBRD,Multilateral Dev Bank,World,HKD,100000000.0,12902726.35,2020-09-03,2020.0,2022-09-03,2022.0,Green ,,World Bank Green Bond,,,
WB-XS2212482520,,XS2212482520,IBRD,Multilateral Dev Bank,World,AUD,15000000.0,10748835.54,2020-08-21,2020.0,2030-08-21,2030.0,Green ,,World Bank Green Bond,,,
WB-XS1811022505,,XS1811022505,IBRD,Multilateral Dev Bank,World,HKD,1000000000.0,127388535.0,2018-04-23,2018.0,2020-04-23,2020.0,Green ,,World Bank Green Bond,,,
WB-XS1801822419,,XS1801822419,IBRD,Multilateral Dev Bank,World,INR,80000000.0,1229842.12,2018-04-05,2018.0,2023-03-24,2023.0,Green,,World Bank Green Bond,,,
WB-XS1198022706,,XS1198022706,IBRD,Multilateral Dev Bank,World,TRY,125000000.0,31375502.01,2018-04-03,2018.0,2022-03-04,2022.0,Green ,,World Bank Green Bond,,,
WB-XS1772335367,,XS1772335367,IBRD,Multilateral Dev Bank,World,INR,960900000.0,15042226.75,2018-02-27,2018.0,2023-02-27,2023.0,Green ,,World Bank Green Bond,,,
WB-XS1762688593,,XS1762688593,IBRD,Multilateral Dev Bank,World,INR,300000000.0,4725000.0,2018-02-14,2018.0,2028-02-14,2028.0,Green ,,World Bank Green Bond,,,
WB-XS1724511958,,XS1724511958,IBRD,Multilateral Dev Bank,World,INR,80000000.0,1232665.64,2017-11-28,2017.0,2022-11-28,2022.0,Green,,World Bank Green Bond,,,
WB-XS1691470279,,XS1691470279,IBRD,Multilateral Dev Bank,World,INR,233100000.0,3579683.0,2017-10-30,2017.0,2022-11-02,2022.0,Green ,,World Bank Green Bond,,,
WB-US45905UN834,,US45905UN834,IBRD,Multilateral Dev Bank,World,USD,15000000.0,15000000.0,2017-09-28,2017.0,2022-09-28,2022.0,Green,,World Bank Green Bond,,,
WB-XS1687324068,,XS1687324068,IBRD,Multilateral Dev Bank,World,INR,1608700000.0,25100639.73,2017-09-27,2017.0,2022-09-27,2022.0,Green,,World Bank Green Bond,,,
WB-XS1432564133,,XS1432564133,IBRD,Multilateral Dev Bank,World,INR,200000000.0,2990431.0,2016-06-29,2016.0,2021-06-28,2021.0,Green,,World Bank Green Bond,,,
WB-XS1432390125,,XS1432390125,IBRD,Multilateral Dev Bank,World,INR,140000000.0,2091113.0,2016-06-29,2016.0,2021-06-29,2021.0,Green,,World Bank Green Bond,,,
WB-XS1422798279,,XS1422798279,IBRD,Multilateral Dev Bank,World,INR,263000000.0,3907875.19,2016-06-29,2016.0,2021-07-12,2021.0,Green ,,World Bank Green Bond,,,
WB-JP500102AGJ1,,JP500102AGJ1,IBRD,Multilateral Dev Bank,World,USD,100000000.0,100000000.0,2016-06-29,2016.0,2026-06-29,2026.0,Green,,World Bank Green Bond,,,
WB-US45905UWL42,,US45905UWL42,IBRD,Multilateral Dev Bank,World,USD,5000000.0,5000000.0,2016-05-31,2016.0,2036-05-31,2036.0,Green ,,World Bank Green Bond,,,
WB-XS1401328965,,XS1401328965,IBRD,Multilateral Dev Bank,World,INR,835000000.0,12603773.58,2016-05-27,2016.0,2021-06-02,2021.0,Green,,World Bank Green Bond,,,
WB-XS1388500131,,XS1388500131,IBRD,Multilateral Dev Bank,World,BRL,6000000.0,1137012.83,2016-04-27,2016.0,2021-04-28,2021.0,Green ,,World Bank Green Bond,,,
WB-XS1392102551,,XS1392102551,IBRD,Multilateral Dev Bank,World,INR,300000000.0,4521477.0,2016-04-27,2016.0,2021-04-28,2021.0,Green ,,World Bank Green Bond,,,
WB-US45905UWE09,,US45905UWE09,IBRD,Multilateral Dev Bank,World,USD,280000000.0,280000000.0,2016-04-21,2016.0,2018-10-01,2018.0,Green,,World Bank Green Bond,,,
WB-XS1386304395,,XS1386304395,IBRD,Multilateral Dev Bank,World,USD,50000000.0,50000000.0,2016-04-06,2016.0,2028-04-06,2028.0,Green,,World Bank Green Bond,,,
WB-XS1379598284,,XS1379598284,IBRD,Multilateral Dev Bank,World,INR,323700000.0,4809807.0,2016-03-30,2016.0,2021-03-30,2021.0,Green,,World Bank Green Bond,,,
WB-US45905UVR21,,US45905UVR21,IBRD,Multilateral Dev Bank,World,USD,45000000.0,45000000.0,2016-03-29,2016.0,2019-01-29,2019.0,Green ,,World Bank Green Bond,,,
WB-XS0490455069,,XS0490455069,IBRD,Multilateral Dev Bank,World,BRL,30000000.0,8298755.19,2016-03-22,2016.0,2017-03-02,2017.0,Green ,,World Bank Green Bond,,,
WB-XS1353630814,,XS1353630814,IBRD,Multilateral Dev Bank,World,BRL,7000000.0,1047000.0,2016-03-10,2016.0,2021-03-11,2021.0,Green ,,World Bank Green Bond,,,
WB-XS1315186921,,XS1315186921,IBRD,Multilateral Dev Bank,World,BRL,75000000.0,19035532.99,2016-02-29,2016.0,2020-11-04,2020.0,Green ,,World Bank Green Bond,,,
WB-US45905UPY46,,US45905UPY46,IBRD,Multilateral Dev Bank,World,USD,12060000.0,12060000.0,2014-08-27,2014.0,2024-08-27,2024.0,Green,,World Bank Green Bond,,,
WB-XS1092466033,,XS1092466033,IBRD,Multilateral Dev Bank,World,EUR,50000000.0,67350000.0,2014-08-07,2014.0,2024-08-07,2024.0,Green,,World Bank Green Bond,,,
WB-XS1078475024,,XS1078475024,IBRD,Multilateral Dev Bank,World,SEK,1500000000.0,224550898.2,2014-06-23,2014.0,2019-06-23,2019.0,Green,,World Bank Green Bond,,,
WB-XS1070709586,,XS1070709586,IBRD,Multilateral Dev Bank,World,AUD,24200000.0,22617320.0,2014-06-02,2014.0,2019-06-03,2019.0,Green,,World Bank Green Bond,,,
WB-XS1066979490,,XS1066979490,IBRD,Multilateral Dev Bank,World,BRL,465500000.0,210347943.97,2014-05-21,2014.0,2018-05-21,2018.0,Green,,World Bank Green Bond,,,
WB-XS1066978419,,XS1066978419,IBRD,Multilateral Dev Bank,World,TRY,335500000.0,161313587.84,2014-05-21,2014.0,2018-05-21,2018.0,Green,,World Bank Green Bond,,,
WB-AU3CB0220424,,AU3CB0220424,IBRD,Multilateral Dev Bank,World,AUD,300000000.0,281010000.0,2014-04-29,2014.0,2019-04-29,2019.0,Green,,World Bank Green Bond,,,
WB-XS1047440448,,XS1047440448,IBRD,Multilateral Dev Bank,World,EUR,550000000.0,765889100.0,2014-03-20,2014.0,2017-03-20,2017.0,Green,,World Bank Green Bond,,,
WB-US45905UNQ30,,US45905UNQ30,IBRD,Multilateral Dev Bank,World,USD,550000000.0,550000000.0,2014-01-22,2014.0,2015-07-22,2015.0,Green,,World Bank Green Bond,,,
WB-US45905UNJ96,,US45905UNJ96,IBRD,Multilateral Dev Bank,World,USD,550000000.0,550000000.0,2013-08-22,2013.0,2015-08-24,2015.0,Green,,World Bank Green Bond,,,
WB-XS0945575347,,XS0945575347,IBRD,Multilateral Dev Bank,World,RUB,529200000.0,16347208.28,2013-06-20,2013.0,2013-06-20,2013.0,Green,,World Bank Green Bond,,,
WB-XS0941866252,,XS0941866252,IBRD,Multilateral Dev Bank,World,ZAR,150000000.0,15113350.13,2013-06-14,2013.0,2023-06-07,2023.0,Green,,World Bank Green Bond,,,
WB-XS0490347415,,XS0490347415,IBRD,Multilateral Dev Bank,World,MXN,150000000.0,11564704.52,2010-09-20,2010.0,2020-03-05,2020.0,Green ,,World Bank Green Bond,,,
WB-XS0533647052,,XS0533647052,IBRD,Multilateral Dev Bank,World,USD,50000000.0,50000000.0,2010-09-01,2010.0,2015-09-01,2015.0,Green,,World Bank Green Bond,,,
WB-XS0521422021,,XS0521422021,IBRD,Multilateral Dev Bank,World,USD,10000000.0,10000000.0,2010-07-16,2010.0,2015-07-16,2015.0,Green,,World Bank Green Bond,,,
WB-XS0490342028,,XS0490342028,IBRD,Multilateral Dev Bank,World,AUD,25000000.0,21945000.0,2010-07-01,2010.0,2017-02-15,2017.0,Green,,World Bank Green Bond,,,
WB-XS0490633939,,XS0490633939,IBRD,Multilateral Dev Bank,World,HUF,400000000.0,1758241.76,2010-07-01,2010.0,2017-05-19,2017.0,Green,,World Bank Green Bond,,,
WB-104,,,IBRD,Multilateral Dev Bank,World,MXN,40000000.0,3279000.0,2010-06-08,2010.0,2015-06-08,2015.0,Green,,World Bank Green Bond,,,
WB-105,,,IBRD,Multilateral Dev Bank,World,ZAR,25000000.0,3392000.0,2010-06-08,2010.0,2015-06-08,2015.0,Green,,World Bank Green Bond,,,
WB-XS0490350393,,XS0490350393,IBRD,Multilateral Dev Bank,World,ZAR,150000000.0,20505809.98,2010-04-12,2010.0,2017-03-01,2017.0,Green,,World Bank Green Bond,,,
WB-XS0485770241,,XS0485770241,IBRD,Multilateral Dev Bank,World,SEK,100000000.0,13850415.51,2010-04-06,2010.0,2017-12-15,2017.0,Green,,World Bank Green Bond,,,
WB-XS0491921937,,XS0491921937,IBRD,Multilateral Dev Bank,World,JPY,125000000.0,1398992.73,2010-03-09,2010.0,2020-03-09,2020.0,Green,,World Bank Green Bond,,,
WB-XS0492037725,,XS0492037725,IBRD,Multilateral Dev Bank,World,EUR,2000000.0,2700000.0,2010-03-05,2010.0,2017-05-19,2017.0,Green,,World Bank Green Bond,,,
WB-XS0490413571,,XS0490413571,IBRD,Multilateral Dev Bank,World,NZD,50000000.0,34825000.0,2010-03-03,2010.0,2017-03-03,2017.0,Green,,World Bank Green Bond,,,
WB-XS0490636791,,XS0490636791,IBRD,Multilateral Dev Bank,World,COP,25000000000.0,12913223.14,2010-03-02,2010.0,2020-03-02,2020.0,Green,,World Bank Green Bond,,,
WB-XS0490567616,,XS0490567616,IBRD,Multilateral Dev Bank,World,NOK,400000000.0,66666666.67,2010-03-02,2010.0,2017-05-19,2017.0,Green,,World Bank Green Bond,,,
WB-XS0490457438,,XS0490457438,IBRD,Multilateral Dev Bank,World,RUB,750000000.0,24916943.52,2010-03-02,2010.0,2017-03-02,2017.0,Green,,World Bank Green Bond,,,
WB-XS0490456034,,XS0490456034,IBRD,Multilateral Dev Bank,World,TRY,50000000.0,32765399.74,2010-03-02,2010.0,2017-03-02,2017.0,Green,,World Bank Green Bond,,,
WB-XS0479886672,,XS0479886672,IBRD,Multilateral Dev Bank,World,NZD,150000000.0,110700000.0,2010-02-02,2010.0,2015-01-29,2015.0,Green,,World Bank Green Bond,,,
WB-US45905UGT51,,US45905UGT51,IBRD,Multilateral Dev Bank,World,USD,50000000.0,50000000.0,2009-12-22,2009.0,2013-12-04,2013.0,Green,,World Bank Green Bond,,,
WB-XS2868924189,,XS2868924189,IBRD,Multilateral Dev Bank,World,CNH,100000000.0,13788348.85,2025-02-24,2025.0,2034-07-26,2034.0,Green,,World Bank Green Bond,,,
WB-US45906M5W73,,US45906M5W73,IBRD,Multilateral Dev Bank,World,USD,25000000.0,25000000.0,2024-11-06,2024.0,2029-10-30,2029.0,Green,,World Bank Green Bond,,,
WB-XS2628482486,,XS2628482486,IBRD,Multilateral Dev Bank,World,UYU,390000000.0,10000000.0,2023-05-25,2023.0,2028-05-25,2028.0,Green,,World Bank Green Bond,,,
WB-XS2614692197,,XS2614692197,IBRD,Multilateral Dev Bank,World,EUR,10000000.0,11058500.0,2023-04-21,2023.0,2033-04-21,2033.0,Green,,World Bank Green Bond,,,
WB-XS2589830095,,XS2589830095,IBRD,Multilateral Dev Bank,World,INR,850000000.0,10275628.63,2023-02-28,2023.0,2033-02-28,2033.0,Green,,World Bank Green Bond,,,
WB-XS2439526547,,XS2439526547,IBRD,Multilateral Dev Bank,World,IDR,600000000000.0,100000000.0,2023-02-14,2023.0,2029-02-09,2029.0,Green,,World Bank Green Bond,,,
WB-XS2439224374,,XS2439224374,IBRD,Multilateral Dev Bank,World,ZAR,250000000.0,5000000000.0,2023-02-10,2023.0,2029-02-09,2029.0,Green,,World Bank Green Bond,,,
WB-XS2576257294,,XS2576257294,IBRD,Multilateral Dev Bank,World,COP,110000000000.0,10316004.08,2023-01-19,2023.0,2030-01-19,2030.0,Green,,World Bank Green Bond,,,
WB-XS2576297597,,XS2576297597,IBRD,Multilateral Dev Bank,World,PEN,50000000.0,13157894.74,2023-01-19,2023.0,2028-01-19,2028.0,Green,,World Bank Green Bond,,,
WB-XS2564580806,,XS2564580806,IBRD,Multilateral Dev Bank,World,EUR,50000000.0,52187500.0,2022-12-15,2022.0,2034-12-15,2034.0,Green,,World Bank Green Bond,,,
WB-XS2542162834,,XS2542162834,IBRD,Multilateral Dev Bank,World,EUR,10000000.0,9574000.0,2022-10-05,2022.0,2037-10-05,2037.0,Green,,World Bank Green Bond,,,
WB-XS2189921294,,XS2189921294,IBRD,Multilateral Dev Bank,World,RUB,2500000000.0,36363636.36,2020-06-16,2020.0,2025-07-01,2025.0,Green ,,World Bank Green Bond,,,
WB-XS1922288169,,XS1922288169,IBRD,Multilateral Dev Bank,World,INR,220000000.0,3106414.46,2020-01-24,2020.0,2023-12-18,2023.0,Green ,,World Bank Green Bond,,,
WB-XS2086462657,,XS2086462657,IBRD,Multilateral Dev Bank,World,DKK,1000000000.0,149160227.92,2020-01-22,2020.0,2039-11-15,2039.0,Green ,,World Bank Green Bond,,,
WB-US45905U4Z43,,US45905U4Z43,IBRD,Multilateral Dev Bank,World,USD,5000000.0,5000000.0,2019-12-30,2019.0,2024-12-15,2024.0,Green ,,World Bank Green Bond,,,
WB-US45905URL07,,US45905URL07,IBRD,Multilateral Dev Bank,World,USD,100000000.0,100000000.0,2019-12-17,2019.0,2025-03-03,2025.0,Green ,,World Bank Green Bond,,,
WB-XS2089365733,,XS2089365733,IBRD,Multilateral Dev Bank,World,EUR,50000000.0,55042500.0,2019-12-13,2019.0,2049-12-13,2049.0,Green ,,World Bank Green Bond,,,
WB-XS2091504410,,XS2091504410,IBRD,Multilateral Dev Bank,World,MXN,40000000.0,2042900.92,2019-12-11,2019.0,2024-12-11,2024.0,Green ,,World Bank Green Bond,,,
WB-AU3CB0258739,,AU3CB0258739,IBRD,Multilateral Dev Bank,World,AUD,125000000.0,84825000.0,2019-12-03,2019.0,2025-11-26,2025.0,Green ,,World Bank Green Bond,,,
WB-XS2057172699,,XS2057172699,IBRD,Multilateral Dev Bank,World,INR,220000000.0,3067698.53,2019-11-27,2019.0,2024-10-03,2024.0,Green ,,World Bank Green Bond,,,
WB-US45905U6L39,,US45905U6L39,IBRD,Multilateral Dev Bank,World,USD,100000000.0,100000000.0,2019-11-12,2019.0,2025-11-20,2025.0,Green ,,World Bank Green Bond,,,
WB-US45905UL366,,US45905UL366,IBRD,Multilateral Dev Bank,World,USD,15000000.0,15000000.0,2017-08-23,2017.0,2022-08-23,2022.0,Green,,World Bank Green Bond,,,
WB-US45905UG408,,US45905UG408,IBRD,Multilateral Dev Bank,World,USD,300000000.0,300000000.0,2017-04-12,2017.0,2022-04-12,2022.0,Green,,World Bank Green Bond,,,
WB-US45905UG572,,US45905UG572,IBRD,Multilateral Dev Bank,World,USD,50000000.0,50000000.0,2017-04-12,2017.0,2022-04-12,2022.0,Green,,World Bank Green Bond,,,
WB-XS1576723552,,XS1576723552,IBRD,Multilateral Dev Bank,World,MYR,65000000.0,14618896.61,2017-03-13,2017.0,2020-03-13,2020.0,Green,,World Bank Green Bond,,,
WB-XS1363062354,,XS1363062354,IBRD,Multilateral Dev Bank,World,INR,378500000.0,5597000.0,2016-02-26,2016.0,2021-02-26,2021.0,Green ,,World Bank Green Bond,,,
WB-XS1342540090,,XS1342540090,IBRD,Multilateral Dev Bank,World,INR,607000000.0,9120000.0,2016-01-28,2016.0,2021-01-29,2021.0,Green ,,World Bank Green Bond,,,
WB-XS1319581960,,XS1319581960,IBRD,Multilateral Dev Bank,World,USD,16387700.0,16387700.0,2016-01-08,2016.0,2024-07-08,2024.0,Green,,World Bank Green Bond,,,
WB-US45905UUG74,,US45905UUG74,IBRD,Multilateral Dev Bank,World,USD,1440000.0,1440000.0,2015-12-31,2015.0,2025-12-31,2025.0,Green,,World Bank Green Bond,,,
WB-XS1327417272,,XS1327417272,IBRD,Multilateral Dev Bank,World,INR,1470000000.0,22143889.27,2015-12-21,2015.0,2020-12-22,2020.0,Green ,,World Bank Green Bond,,,
WB-XS1314903052,,XS1314903052,IBRD,Multilateral Dev Bank,World,INR,205000000.0,2412577.97,2015-11-27,2015.0,2020-11-30,2020.0,Green,,World Bank Green Bond,,,
WB-XS1296575373,,XS1296575373,IBRD,Multilateral Dev Bank,World,USD,1000000.0,1000000.0,2015-11-02,2015.0,2020-11-04,2020.0,Green,,World Bank Green Bond,,,
WB-XS1296575969,,XS1296575969,IBRD,Multilateral Dev Bank,World,USD,1000000.0,1000000.0,2015-11-02,2015.0,2022-11-04,2022.0,Green,,World Bank Green Bond,,,
WB-XS1296661298,,XS1296661298,IBRD,Multilateral Dev Bank,World,USD,1000000.0,1000000.0,2015-11-02,2015.0,2025-11-04,2025.0,Green,,World Bank Green Bond,,,
WB-US45905UTF11,,US45905UTF11,IBRD,Multilateral Dev Bank,World,USD,2460000.0,2460000.0,2015-10-30,2015.0,2025-10-30,2025.0,Green,,World Bank Green Bond,,,
WB-XS1249904597,,XS1249904597,IBRD,Multilateral Dev Bank,World,USD,50000000.0,50000000.0,2015-07-03,2015.0,2025-07-03,2025.0,Green,,World Bank Green Bond,,,
WB-US45905USP02,,US45905USP02,IBRD,Multilateral Dev Bank,World,USD,1330000.0,1330000.0,2015-06-30,2015.0,2025-06-30,2025.0,Green,,World Bank Green Bond,,,
WB-XS1233613188,,XS1233613188,IBRD,Multilateral Dev Bank,World,USD,83540000.0,83540000.0,2015-06-29,2015.0,2023-07-05,2023.0,Green,,World Bank Green Bond,,,
WB-XS1241051967,,XS1241051967,IBRD,Multilateral Dev Bank,World,INR,260000000.0,4080992.0,2015-06-25,2015.0,2020-06-25,2020.0,Green,,World Bank Green Bond,,,
WB-XS0887320900,,XS0887320900,IBRD,Multilateral Dev Bank,World,MXN,50000000.0,3377582.28,2013-02-27,2013.0,2019-02-28,2019.0,Green,,World Bank Green Bond,,,
WB-XS0873237068,,XS0873237068,IBRD,Multilateral Dev Bank,World,ZAR,83000000.0,8023269.28,2013-01-30,2013.0,2018-01-31,2018.0,Green,,World Bank Green Bond,,,
WB-XS0862778833,,XS0862778833,IBRD,Multilateral Dev Bank,World,MYR,6500000.0,2120371.88,2013-01-09,2013.0,2019-12-10,2019.0,Green,,World Bank Green Bond,,,
WB-XS0809448375,,XS0809448375,IBRD,Multilateral Dev Bank,World,RUB,250000000.0,7988496.56,2012-11-30,2012.0,2019-07-26,2019.0,Green,,World Bank Green Bond,,,
WB-XS0840338981,,XS0840338981,IBRD,Multilateral Dev Bank,World,AUD,94500000.0,97750800.0,2012-10-23,2012.0,2017-10-24,2017.0,Green,,World Bank Green Bond,,,
WB-XS0840332869,,XS0840332869,IBRD,Multilateral Dev Bank,World,AUD,42200000.0,31980594.8,2012-10-23,2012.0,2022-10-24,2022.0,Green,,World Bank Green Bond,,,
WB-XS0831238182,,XS0831238182,IBRD,Multilateral Dev Bank,World,USD,10000000.0,10000000.0,2012-10-12,2012.0,2017-10-12,2017.0,Green,,World Bank Green Bond,,,
WB-US45905ULE28,,US45905ULE28,IBRD,Multilateral Dev Bank,World,USD,10000000.0,10000000.0,2012-07-12,2012.0,2017-07-12,2017.0,Green,,World Bank Green Bond,,,
WB-US45905ULF92,,US45905ULF92,IBRD,Multilateral Dev Bank,World,USD,5000000.0,5000000.0,2012-07-12,2012.0,2022-07-12,2022.0,Green,,World Bank Green Bond,,,
WB-US45905UGD00,,US45905UGD00,IBRD,Multilateral Dev Bank,World,USD,300000000.0,300000000.0,2009-04-24,2009.0,2012-04-24,2012.0,Green,,World Bank Green Bond,,,
WB-XS0398811959,,XS0398811959,IBRD,Multilateral Dev Bank,World,SEK,150000000.0,18382352.94,2009-02-13,2009.0,2014-11-12,2014.0,Green,,World Bank Green Bond,,,
WB-XS2809161537,,XS2809161537,IBRD,Multilateral Dev Bank,World,EUR,150000000.0,159491250.0,2024-04-25,2024.0,2039-04-25,2039.0,Green,,World Bank Green Bond,,,
WB-US45906M5F41,,US45906M5F41,IBRD,Multilateral Dev Bank,World,USD,25000000.0,25000000.0,2024-04-10,2024.0,2029-03-27,2029.0,Green,,World Bank Green Bond,,,
WB-US45906M5E75,,US45906M5E75,IBRD,Multilateral Dev Bank,World,USD,150000000.0,150000000.0,2024-04-09,2024.0,2029-04-02,2029.0,Green,,World Bank Green Bond,,,
WB-XS2512017570,,XS2512017570,IBRD,Multilateral Dev Bank,World,PLN,11600000.0,2481442.66,2022-08-02,2022.0,2027-08-02,2027.0,Green,,World Bank Green Bond,,,
WB-XS2471066188,,XS2471066188,IBRD,Multilateral Dev Bank,World,PHP,2750000000.0,52783109.41,2022-04-22,2022.0,2027-04-22,2027.0,Green,,World Bank Green Bond,,,
WB-XS2431032585,,XS2431032585,IBRD,Multilateral Dev Bank,World,MXN,500000000.0,25125628.14,2022-04-12,2022.0,2027-01-21,2027.0,Green,,World Bank Green Bond,,,
WB-XS2444203462,,XS2444203462,IBRD,Multilateral Dev Bank,World,MXN,1100000000.0,53011537.24,2022-02-11,2022.0,2027-06-17,2027.0,Green,,World Bank Green Bond,,,
