bond_id,source_dataset,isin,issuer_name,issuer_type,country,currency,amount_issued,amount_issued_usd,issue_date,issue_year,maturity_date,maturity_year,use_of_proceeds,external_review_type,certification,claimed_impact_co2_tons,actual_impact_co2_tons,impact_source
KAPSARC-2024-Argentina-Linked_Bond,,,Argentina,Not Applicable,Argentina,Not Applicable,79029225.0,79029225.0,2024-01-01,2024.0,,,Not Applicable,,,,,
KAPSARC-2018-Australia-Green_Bonds,,,Australia,Not Applicable,Australia,Not Applicable,2130916243.9999998,2130916243.9999998,2018-01-01,2018.0,,,Not Applicable,,,,,
KAPSARC-2023-Australia-Green_Bonds,,,Australia,Not Applicable,Australia,Not Applicable,7465745249.0,7465745249.0,2023-01-01,2023.0,,,Not Applicable,,,,,
KAPSARC-2022-Australia-Sustainability_Bond,,,Australia,Not Applicable,Australia,Not Applicable,2964249217.0,2964249217.0,2022-01-01,2022.0,,,Not Applicable,,,,,
KAPSARC-2019-Austria-Green_Bonds,,,Austria,Not Applicable,Austria,Not Applicable,2223137881.0,2223137881.0,2019-01-01,2019.0,,,Not Applicable,,,,,
KAPSARC-2022-Austria-Green_Bonds,,,Austria,Not Applicable,Austria,Not Applicable,11878433900.0,11878433900.0,2022-01-01,2022.0,,,Not Applicable,,,,,
KAPSARC-2024-Austria-Green_Bond,,,Austria,Not Applicable,Austria,Not Applicable,9386501805.0,9386501805.0,2024-01-01,2024.0,,,Not Applicable,,,,,
KAPSARC-2021-Austria-Sustainability_Bond,,,Austria,Not Applicable,Austria,Not Applicable,1146110362.0,1146110362.0,2021-01-01,2021.0,,,Not Applicable,,,,,
KAPSARC-2021-Austria-Linked_Bond,,,Austria,Not Applicable,Austria,Not Applicable,3608509635.0,3608509635.0,2021-01-01,2021.0,,,Not Applicable,,,,,
"KAPSARC-2022-Belarus,_Rep._of-Green_Bond",,,"Belarus, Rep. of",Not Applicable,"Belarus, Rep. of",Not Applicable,56388539.0,56388539.0,2022-01-01,2022.0,,,Not Applicable,,,,,
KAPSARC-2024-Belgium-Green_Bonds,,,Belgium,Not Applicable,Belgium,Not Applicable,22563035310.0,22563035310.0,2024-01-01,2024.0,,,Not Applicable,,,,,
KAPSARC-2021-Belgium-Social_Bond,,,Belgium,Not Applicable,Belgium,Not Applicable,48908319510.0,48908319510.0,2021-01-01,2021.0,,,Not Applicable,,,,,
KAPSARC-2019-Belgium-Sustainability_Bond,,,Belgium,Not Applicable,Belgium,Not Applicable,2300749833.0,2300749833.0,2019-01-01,2019.0,,,Not Applicable,,,,,
KAPSARC-2024-Belgium-Sustainability_Bond,,,Belgium,Not Applicable,Belgium,Not Applicable,1699417491.0,1699417491.0,2024-01-01,2024.0,,,Not Applicable,,,,,
KAPSARC-2022-Benin-Social_Bond,,,Benin,Not Applicable,Benin,Not Applicable,375239168.0,375239168.0,2022-01-01,2022.0,,,Not Applicable,,,,,
KAPSARC-2016-Bermuda-Green_Bonds,,,Bermuda,Not Applicable,Bermuda,Not Applicable,96211996.0,96211996.0,2016-01-01,2016.0,,,Not Applicable,,,,,
KAPSARC-2020-Bermuda-Green_Bonds,,,Bermuda,Not Applicable,Bermuda,Not Applicable,2960000000.0,2960000000.0,2020-01-01,2020.0,,,Not Applicable,,,,,
KAPSARC-2024-Bermuda-Sustainability_Bond,,,Bermuda,Not Applicable,Bermuda,Not Applicable,194929132.0,194929132.0,2024-01-01,2024.0,,,Not Applicable,,,,,
KAPSARC-2017-Brazil-Green_Bonds,,,Brazil,Not Applicable,Brazil,Not Applicable,2077512777.0,2077512777.0,2017-01-01,2017.0,,,Not Applicable,,,,,
KAPSARC-2021-Brazil-Social_Bond,,,Brazil,Not Applicable,Brazil,Not Applicable,339274212.0,339274212.0,2021-01-01,2021.0,,,Not Applicable,,,,,
KAPSARC-2023-Brazil-Social_Bond,,,Brazil,Not Applicable,Brazil,Not Applicable,17445917.0,17445917.0,2023-01-01,2023.0,,,Not Applicable,,,,,
KAPSARC-2016-British_Virgin_Islands-Green_Bonds,,,British Virgin Islands,Not Applicable,British Virgin Islands,Not Applicable,400000000.0,400000000.0,2016-01-01,2016.0,,,Not Applicable,,,,,
KAPSARC-2023-British_Virgin_Islands-Sustainability_Bond,,,British Virgin Islands,Not Applicable,British Virgin Islands,Not Applicable,1191438344.0,1191438344.0,2023-01-01,2023.0,,,Not Applicable,,,,,
KAPSARC-2022-British_Virgin_Islands-Linked_Bond,,,British Virgin Islands,Not Applicable,British Virgin Islands,Not Applicable,2200000000.0,2200000000.0,2022-01-01,2022.0,,,Not Applicable,,,,,
KAPSARC-2022-Burkina_Faso-Social_Bond,,,Burkina Faso,Not Applicable,Burkina Faso,Not Applicable,425457489.0,425457489.0,2022-01-01,2022.0,,,Not Applicable,,,,,
KAPSARC-2021-Canada-Sustainability_Bond,,,Canada,Not Applicable,Canada,Not Applicable,2466224558.0,2466224558.0,2021-01-01,2021.0,,,Not Applicable,,,,,
KAPSARC-2016-Cayman_Islands-Green_Bonds,,,Cayman Islands,Not Applicable,Cayman Islands,Not Applicable,1600000000.0,1600000000.0,2016-01-01,2016.0,,,Not Applicable,,,,,
KAPSARC-2015-Cayman_Islands-Social_Bond,,,Cayman Islands,Not Applicable,Cayman Islands,Not Applicable,200000000.0,200000000.0,2015-01-01,2015.0,,,Not Applicable,,,,,
KAPSARC-2020-Cayman_Islands-Linked_Bond,,,Cayman Islands,Not Applicable,Cayman Islands,Not Applicable,600000000.0,600000000.0,2020-01-01,2020.0,,,Not Applicable,,,,,
KAPSARC-2018-Chile-Sustainability_Bond,,,Chile,Not Applicable,Chile,Not Applicable,61296000.0,61296000.0,2018-01-01,2018.0,,,Not Applicable,,,,,
KAPSARC-2023-Chile-Sustainability_Bond,,,Chile,Not Applicable,Chile,Not Applicable,531372945.99999994,531372945.99999994,2023-01-01,2023.0,,,Not Applicable,,,,,
"KAPSARC-2018-China,_P.R.:_Hong_Kong-Green_Bonds",,,"China, P.R.: Hong Kong",Not Applicable,"China, P.R.: Hong Kong",Not Applicable,3112202130.0,3112202130.0,2018-01-01,2018.0,,,Not Applicable,,,,,
"KAPSARC-2023-China,_P.R.:_Hong_Kong-Green_Bonds",,,"China, P.R.: Hong Kong",Not Applicable,"China, P.R.: Hong Kong",Not Applicable,25702650220.0,25702650220.0,2023-01-01,2023.0,,,Not Applicable,,,,,
"KAPSARC-2022-China,_P.R.:_Hong_Kong-Social_Bond",,,"China, P.R.: Hong Kong",Not Applicable,"China, P.R.: Hong Kong",Not Applicable,1440929629.0,1440929629.0,2022-01-01,2022.0,,,Not Applicable,,,,,
"KAPSARC-2018-China,_P.R.:_Hong_Kong-Sustainability_Bond",,,"China, P.R.: Hong Kong",Not Applicable,"China, P.R.: Hong Kong",Not Applicable,1100000000.0,1100000000.0,2018-01-01,2018.0,,,Not Applicable,,,,,
"KAPSARC-2021-China,_P.R.:_Hong_Kong-Sustainability_Bond",,,"China, P.R.: Hong Kong",Not Applicable,"China, P.R.: Hong Kong",Not Applicable,740000000.0,740000000.0,2021-01-01,2021.0,,,Not Applicable,,,,,
"KAPSARC-2021-China,_P.R.:_Hong_Kong-Linked_Bond",,,"China, P.R.: Hong Kong",Not Applicable,"China, P.R.: Hong Kong",Not Applicable,1150000000.0,1150000000.0,2021-01-01,2021.0,,,Not Applicable,,,,,
"KAPSARC-2021-China,_P.R.:_Macao-Green_Bonds",,,"China, P.R.: Macao",Not Applicable,"China, P.R.: Macao",Not Applicable,1035976910.0,1035976910.0,2021-01-01,2021.0,,,Not Applicable,,,,,
"KAPSARC-2017-China,_P.R.:_Mainland-Green_Bonds",,,"China, P.R.: Mainland",Not Applicable,"China, P.R.: Mainland",Not Applicable,28832399650.0,28832399650.0,2017-01-01,2017.0,,,Not Applicable,,,,,
"KAPSARC-2021-China,_P.R.:_Mainland-Green_Bonds",,,"China, P.R.: Mainland",Not Applicable,"China, P.R.: Mainland",Not Applicable,70698103230.0,70698103230.0,2021-01-01,2021.0,,,Not Applicable,,,,,
"KAPSARC-2020-China,_P.R.:_Mainland-Social_Bond",,,"China, P.R.: Mainland",Not Applicable,"China, P.R.: Mainland",Not Applicable,2729847080.0,2729847080.0,2020-01-01,2020.0,,,Not Applicable,,,,,
"KAPSARC-2023-China,_P.R.:_Mainland-Sustainability_Bond",,,"China, P.R.: Mainland",Not Applicable,"China, P.R.: Mainland",Not Applicable,9409687548.0,9409687548.0,2023-01-01,2023.0,,,Not Applicable,,,,,
KAPSARC-2020-Colombia-Green_Bonds,,,Colombia,Not Applicable,Colombia,Not Applicable,156720680.0,156720680.0,2020-01-01,2020.0,,,Not Applicable,,,,,
KAPSARC-2024-Colombia-Social_Bond,,,Colombia,Not Applicable,Colombia,Not Applicable,8437563.0,8437563.0,2024-01-01,2024.0,,,Not Applicable,,,,,
KAPSARC-2023-Colombia-Sustainability_Bond,,,Colombia,Not Applicable,Colombia,Not Applicable,800000000.0,800000000.0,2023-01-01,2023.0,,,Not Applicable,,,,,
KAPSARC-2021-Colombia-Linked_Bond,,,Colombia,Not Applicable,Colombia,Not Applicable,12096286.0,12096286.0,2021-01-01,2021.0,,,Not Applicable,,,,,
KAPSARC-2022-Costa_Rica-Green_Bonds,,,Costa Rica,Not Applicable,Costa Rica,Not Applicable,8052200.000000001,8052200.000000001,2022-01-01,2022.0,,,Not Applicable,,,,,
KAPSARC-2021-Costa_Rica-Sustainability_Bond,,,Costa Rica,Not Applicable,Costa Rica,Not Applicable,10000000.0,10000000.0,2021-01-01,2021.0,,,Not Applicable,,,,,
KAPSARC-2022-Côte_d'Ivoire-Green_Bonds,,,Côte d'Ivoire,Not Applicable,Côte d'Ivoire,Not Applicable,141133964.0,141133964.0,2022-01-01,2022.0,,,Not Applicable,,,,,
KAPSARC-2022-Côte_d'Ivoire-Social_Bond,,,Côte d'Ivoire,Not Applicable,Côte d'Ivoire,Not Applicable,1613206818.0,1613206818.0,2022-01-01,2022.0,,,Not Applicable,,,,,
KAPSARC-2024-Côte_d'Ivoire-Social_Bond,,,Côte d'Ivoire,Not Applicable,Côte d'Ivoire,Not Applicable,4163693805.0000005,4163693805.0000005,2024-01-01,2024.0,,,Not Applicable,,,,,
KAPSARC-2024-Côte_d'Ivoire-Sustainability_Bond,,,Côte d'Ivoire,Not Applicable,Côte d'Ivoire,Not Applicable,2200000000.0,2200000000.0,2024-01-01,2024.0,,,Not Applicable,,,,,
KAPSARC-2022-Czech_Rep.-Green_Bonds,,,Czech Rep.,Not Applicable,Czech Rep.,Not Applicable,522897689.0,522897689.0,2022-01-01,2022.0,,,Not Applicable,,,,,
KAPSARC-2024-Czech_Rep.-Green_Bonds,,,Czech Rep.,Not Applicable,Czech Rep.,Not Applicable,522897689.0,522897689.0,2024-01-01,2024.0,,,Not Applicable,,,,,
KAPSARC-2023-Czech_Rep.-Sustainability_Bond,,,Czech Rep.,Not Applicable,Czech Rep.,Not Applicable,522247754.0,522247754.0,2023-01-01,2023.0,,,Not Applicable,,,,,
KAPSARC-2018-Denmark-Green_Bonds,,,Denmark,Not Applicable,Denmark,Not Applicable,784346534.0,784346534.0,2018-01-01,2018.0,,,Not Applicable,,,,,
KAPSARC-2021-Denmark-Green_Bonds,,,Denmark,Not Applicable,Denmark,Not Applicable,10232456900.0,10232456900.0,2021-01-01,2021.0,,,Not Applicable,,,,,
KAPSARC-2022-Denmark-Linked_Bond,,,Denmark,Not Applicable,Denmark,Not Applicable,522897689.0,522897689.0,2022-01-01,2022.0,,,Not Applicable,,,,,
KAPSARC-2023-Denmark-Linked_Bond,,,Denmark,Not Applicable,Denmark,Not Applicable,2697544061.0,2697544061.0,2023-01-01,2023.0,,,Not Applicable,,,,,
KAPSARC-2024-Denmark-Linked_Bond,,,Denmark,Not Applicable,Denmark,Not Applicable,522897689.0,522897689.0,2024-01-01,2024.0,,,Not Applicable,,,,,
KAPSARC-2021-Dominican_Rep.-Linked_Bond,,,Dominican Rep.,Not Applicable,Dominican Rep.,Not Applicable,600000000.0,600000000.0,2021-01-01,2021.0,,,Not Applicable,,,,,
KAPSARC-2010-Finland-Green_Bonds,,,Finland,Not Applicable,Finland,Not Applicable,241508848.0,241508848.0,2010-01-01,2010.0,,,Not Applicable,,,,,
KAPSARC-2020-Finland-Green_Bonds,,,Finland,Not Applicable,Finland,Not Applicable,2995009498.0,2995009498.0,2020-01-01,2020.0,,,Not Applicable,,,,,
KAPSARC-2022-Finland-Green_Bonds,,,Finland,Not Applicable,Finland,Not Applicable,6419266302.0,6419266302.0,2022-01-01,2022.0,,,Not Applicable,,,,,
KAPSARC-2021-Finland-Social_Bond,,,Finland,Not Applicable,Finland,Not Applicable,1200544947.0,1200544947.0,2021-01-01,2021.0,,,Not Applicable,,,,,
KAPSARC-2021-Finland-Sustainability_Bond,,,Finland,Not Applicable,Finland,Not Applicable,104579537.0,104579537.0,2021-01-01,2021.0,,,Not Applicable,,,,,
KAPSARC-2015-France-Green_Bonds,,,France,Not Applicable,France,Not Applicable,8275608843.000001,8275608843.000001,2015-01-01,2015.0,,,Not Applicable,,,,,
KAPSARC-2016-France-Green_Bonds,,,France,Not Applicable,France,Not Applicable,5119763873.0,5119763873.0,2016-01-01,2016.0,,,Not Applicable,,,,,
KAPSARC-2024-France-Green_Bonds,,,France,Not Applicable,France,Not Applicable,36035288900.0,36035288900.0,2024-01-01,2024.0,,,Not Applicable,,,,,
KAPSARC-2024-France-Social_Bond,,,France,Not Applicable,France,Not Applicable,27016385310.0,27016385310.0,2024-01-01,2024.0,,,Not Applicable,,,,,
KAPSARC-2018-France-Sustainability_Bond,,,France,Not Applicable,France,Not Applicable,732056764.0,732056764.0,2018-01-01,2018.0,,,Not Applicable,,,,,
KAPSARC-2020-France-Sustainability_Bond,,,France,Not Applicable,France,Not Applicable,3974022439.0,3974022439.0,2020-01-01,2020.0,,,Not Applicable,,,,,
KAPSARC-2021-France-Linked_Bond,,,France,Not Applicable,France,Not Applicable,11803202440.0,11803202440.0,2021-01-01,2021.0,,,Not Applicable,,,,,
KAPSARC-2024-Georgia-Green_Bonds,,,Georgia,Not Applicable,Georgia,Not Applicable,600000000.0,600000000.0,2024-01-01,2024.0,,,Not Applicable,,,,,
KAPSARC-2008-Germany-Green_Bonds,,,Germany,Not Applicable,Germany,Not Applicable,104579537.0,104579537.0,2008-01-01,2008.0,,,Not Applicable,,,,,
KAPSARC-2017-Germany-Green_Bonds,,,Germany,Not Applicable,Germany,Not Applicable,7969021248.0,7969021248.0,2017-01-01,2017.0,,,Not Applicable,,,,,
KAPSARC-2019-Germany-Green_Bonds,,,Germany,Not Applicable,Germany,Not Applicable,19796767080.0,19796767080.0,2019-01-01,2019.0,,,Not Applicable,,,,,
KAPSARC-2018-Germany-Social_Bond,,,Germany,Not Applicable,Germany,Not Applicable,522897689.0,522897689.0,2018-01-01,2018.0,,,Not Applicable,,,,,
KAPSARC-2020-Germany-Social_Bond,,,Germany,Not Applicable,Germany,Not Applicable,2321665740.0,2321665740.0,2020-01-01,2020.0,,,Not Applicable,,,,,
KAPSARC-2024-Germany-Social_Bond,,,Germany,Not Applicable,Germany,Not Applicable,5908743887.0,5908743887.0,2024-01-01,2024.0,,,Not Applicable,,,,,
KAPSARC-2014-Germany-Sustainability_Bond,,,Germany,Not Applicable,Germany,Not Applicable,314911037.0,314911037.0,2014-01-01,2014.0,,,Not Applicable,,,,,
KAPSARC-2018-Germany-Sustainability_Bond,,,Germany,Not Applicable,Germany,Not Applicable,2117735643.0,2117735643.0,2018-01-01,2018.0,,,Not Applicable,,,,,
KAPSARC-2019-Germany-Sustainability_Bond,,,Germany,Not Applicable,Germany,Not Applicable,8517623355.0,8517623355.0,2019-01-01,2019.0,,,Not Applicable,,,,,
KAPSARC-2020-Germany-Sustainability_Bond,,,Germany,Not Applicable,Germany,Not Applicable,3100783299.0,3100783299.0,2020-01-01,2020.0,,,Not Applicable,,,,,
KAPSARC-2022-Germany-Linked_Bond,,,Germany,Not Applicable,Germany,Not Applicable,2039300988.0,2039300988.0,2022-01-01,2022.0,,,Not Applicable,,,,,
KAPSARC-2024-Germany-Linked_Bond,,,Germany,Not Applicable,Germany,Not Applicable,6083181512.0,6083181512.0,2024-01-01,2024.0,,,Not Applicable,,,,,
KAPSARC-2022-Greece-Green_Bonds,,,Greece,Not Applicable,Greece,Not Applicable,240532937.0,240532937.0,2022-01-01,2022.0,,,Not Applicable,,,,,
KAPSARC-2024-Guernsey-Green_Bonds,,,Guernsey,Not Applicable,Guernsey,Not Applicable,669789690.0,669789690.0,2024-01-01,2024.0,,,Not Applicable,,,,,
KAPSARC-2023-Honduras-Social_Bond,,,Honduras,Not Applicable,Honduras,Not Applicable,3134674800.0,3134674800.0,2023-01-01,2023.0,,,Not Applicable,,,,,
KAPSARC-2020-Hungary-Green_Bond,,,Hungary,Not Applicable,Hungary,Not Applicable,1702660514.0,1702660514.0,2020-01-01,2020.0,,,Not Applicable,,,,,
KAPSARC-2021-Iceland-Green_Bonds,,,Iceland,Not Applicable,Iceland,Not Applicable,1166918147.0,1166918147.0,2021-01-01,2021.0,,,Not Applicable,,,,,
KAPSARC-2023-Iceland-Green_Bonds,,,Iceland,Not Applicable,Iceland,Not Applicable,360797436.0,360797436.0,2023-01-01,2023.0,,,Not Applicable,,,,,
KAPSARC-2024-India-Green_Bonds,,,India,Not Applicable,India,Not Applicable,9109669136.0,9109669136.0,2024-01-01,2024.0,,,Not Applicable,,,,,
KAPSARC-2023-India-Green_Bond,,,India,Not Applicable,India,Not Applicable,3003280504.0,3003280504.0,2023-01-01,2023.0,,,Not Applicable,,,,,
KAPSARC-2024-India-Green_Bond,,,India,Not Applicable,India,Not Applicable,3661391442.0,3661391442.0,2024-01-01,2024.0,,,Not Applicable,,,,,
KAPSARC-2022-India-Linked_Bond,,,India,Not Applicable,India,Not Applicable,800000000.0,800000000.0,2022-01-01,2022.0,,,Not Applicable,,,,,
KAPSARC-2018-Indonesia-Green_Bonds,,,Indonesia,Not Applicable,Indonesia,Not Applicable,2530712529.0,2530712529.0,2018-01-01,2018.0,,,Not Applicable,,,,,
KAPSARC-2019-Indonesia-Green_Bonds,,,Indonesia,Not Applicable,Indonesia,Not Applicable,1592018909.0,1592018909.0,2019-01-01,2019.0,,,Not Applicable,,,,,
KAPSARC-2024-Indonesia-Green_Bonds,,,Indonesia,Not Applicable,Indonesia,Not Applicable,6175553343.0,6175553343.0,2024-01-01,2024.0,,,Not Applicable,,,,,
KAPSARC-2024-Indonesia-Green_Bond,,,Indonesia,Not Applicable,Indonesia,Not Applicable,167109234.0,167109234.0,2024-01-01,2024.0,,,Not Applicable,,,,,
KAPSARC-2019-Ireland-Green_Bonds,,,Ireland,Not Applicable,Ireland,Not Applicable,1254954454.0,1254954454.0,2019-01-01,2019.0,,,Not Applicable,,,,,
KAPSARC-2020-Ireland-Social_Bond,,,Ireland,Not Applicable,Ireland,Not Applicable,282500240.0,282500240.0,2020-01-01,2020.0,,,Not Applicable,,,,,
KAPSARC-2021-Ireland-Social_Bond,,,Ireland,Not Applicable,Ireland,Not Applicable,777500000.0,777500000.0,2021-01-01,2021.0,,,Not Applicable,,,,,
KAPSARC-2023-Ireland-Social_Bond,,,Ireland,Not Applicable,Ireland,Not Applicable,784346534.0,784346534.0,2023-01-01,2023.0,,,Not Applicable,,,,,
KAPSARC-2021-Ireland-Linked_Bond,,,Ireland,Not Applicable,Ireland,Not Applicable,2016403298.9999998,2016403298.9999998,2021-01-01,2021.0,,,Not Applicable,,,,,
KAPSARC-2014-Italy-Green_Bonds,,,Italy,Not Applicable,Italy,Not Applicable,538900247.0,538900247.0,2014-01-01,2014.0,,,Not Applicable,,,,,
KAPSARC-2016-Italy-Green_Bonds,,,Italy,Not Applicable,Italy,Not Applicable,425009064.0,425009064.0,2016-01-01,2016.0,,,Not Applicable,,,,,
KAPSARC-2020-Italy-Green_Bonds,,,Italy,Not Applicable,Italy,Not Applicable,6182536897.0,6182536897.0,2020-01-01,2020.0,,,Not Applicable,,,,,
KAPSARC-2023-Italy-Social_Bond,,,Italy,Not Applicable,Italy,Not Applicable,2772123202.0,2772123202.0,2023-01-01,2023.0,,,Not Applicable,,,,,
KAPSARC-2022-Italy-Green_Bond,,,Italy,Not Applicable,Italy,Not Applicable,14672509180.0,14672509180.0,2022-01-01,2022.0,,,Not Applicable,,,,,
KAPSARC-2021-Italy-Sustainability_Bond,,,Italy,Not Applicable,Italy,Not Applicable,1584379998.0,1584379998.0,2021-01-01,2021.0,,,Not Applicable,,,,,
KAPSARC-2022-Italy-Sustainability_Bond,,,Italy,Not Applicable,Italy,Not Applicable,1457244223.0,1457244223.0,2022-01-01,2022.0,,,Not Applicable,,,,,
KAPSARC-2023-Italy-Sustainability_Bond,,,Italy,Not Applicable,Italy,Not Applicable,711140856.0,711140856.0,2023-01-01,2023.0,,,Not Applicable,,,,,
KAPSARC-2020-Italy-Linked_Bond,,,Italy,Not Applicable,Italy,Not Applicable,104579537.0,104579537.0,2020-01-01,2020.0,,,Not Applicable,,,,,
KAPSARC-2018-Japan-Green_Bonds,,,Japan,Not Applicable,Japan,Not Applicable,3599659806.0,3599659806.0,2018-01-01,2018.0,,,Not Applicable,,,,,
KAPSARC-2020-Japan-Green_Bonds,,,Japan,Not Applicable,Japan,Not Applicable,7617034767.0,7617034767.0,2020-01-01,2020.0,,,Not Applicable,,,,,
KAPSARC-2022-Japan-Green_Bonds,,,Japan,Not Applicable,Japan,Not Applicable,22408426570.0,22408426570.0,2022-01-01,2022.0,,,Not Applicable,,,,,
KAPSARC-2023-Japan-Social_Bond,,,Japan,Not Applicable,Japan,Not Applicable,19030099190.0,19030099190.0,2023-01-01,2023.0,,,Not Applicable,,,,,
KAPSARC-2021-Japan-Sustainability_Bond,,,Japan,Not Applicable,Japan,Not Applicable,9955775772.0,9955775772.0,2021-01-01,2021.0,,,Not Applicable,,,,,
KAPSARC-2020-Japan-Linked_Bond,,,Japan,Not Applicable,Japan,Not Applicable,133967443.99999999,133967443.99999999,2020-01-01,2020.0,,,Not Applicable,,,,,
KAPSARC-2022-Japan-Linked_Bond,,,Japan,Not Applicable,Japan,Not Applicable,2773050013.0,2773050013.0,2022-01-01,2022.0,,,Not Applicable,,,,,
KAPSARC-2023-Japan-Linked_Bond,,,Japan,Not Applicable,Japan,Not Applicable,3892634298.0,3892634298.0,2023-01-01,2023.0,,,Not Applicable,,,,,
KAPSARC-2020-Jersey-Green_Bonds,,,Jersey,Not Applicable,Jersey,Not Applicable,230000000.0,230000000.0,2020-01-01,2020.0,,,Not Applicable,,,,,
KAPSARC-2020-Jersey-Sustainability_Bond,,,Jersey,Not Applicable,Jersey,Not Applicable,1500000000.0,1500000000.0,2020-01-01,2020.0,,,Not Applicable,,,,,
KAPSARC-2021-Jersey-Sustainability_Bond,,,Jersey,Not Applicable,Jersey,Not Applicable,149030204.0,149030204.0,2021-01-01,2021.0,,,Not Applicable,,,,,
KAPSARC-2023-Jersey-Linked_Bond,,,Jersey,Not Applicable,Jersey,Not Applicable,679766996.0,679766996.0,2023-01-01,2023.0,,,Not Applicable,,,,,
"KAPSARC-2021-Kazakhstan,_Rep._of-Green_Bonds",,,"Kazakhstan, Rep. of",Not Applicable,"Kazakhstan, Rep. of",Not Applicable,37576141.0,37576141.0,2021-01-01,2021.0,,,Not Applicable,,,,,
KAPSARC-2019-Kenya-Green_Bonds,,,Kenya,Not Applicable,Kenya,Not Applicable,6097750.0,6097750.0,2019-01-01,2019.0,,,Not Applicable,,,,,
"KAPSARC-2017-Korea,_Rep._of-Green_Bonds",,,"Korea, Rep. of",Not Applicable,"Korea, Rep. of",Not Applicable,375412114.0,375412114.0,2017-01-01,2017.0,,,Not Applicable,,,,,
"KAPSARC-2022-Korea,_Rep._of-Green_Bonds",,,"Korea, Rep. of",Not Applicable,"Korea, Rep. of",Not Applicable,16635588649.999998,16635588649.999998,2022-01-01,2022.0,,,Not Applicable,,,,,
"KAPSARC-2023-Korea,_Rep._of-Green_Bonds",,,"Korea, Rep. of",Not Applicable,"Korea, Rep. of",Not Applicable,14021986060.0,14021986060.0,2023-01-01,2023.0,,,Not Applicable,,,,,
"KAPSARC-2024-Korea,_Rep._of-Green_Bonds",,,"Korea, Rep. of",Not Applicable,"Korea, Rep. of",Not Applicable,12526226650.0,12526226650.0,2024-01-01,2024.0,,,Not Applicable,,,,,
"KAPSARC-2018-Korea,_Rep._of-Social_Bond",,,"Korea, Rep. of",Not Applicable,"Korea, Rep. of",Not Applicable,1350345497.0,1350345497.0,2018-01-01,2018.0,,,Not Applicable,,,,,
"KAPSARC-2019-Korea,_Rep._of-Social_Bond",,,"Korea, Rep. of",Not Applicable,"Korea, Rep. of",Not Applicable,2249332068.0,2249332068.0,2019-01-01,2019.0,,,Not Applicable,,,,,
"KAPSARC-2020-Korea,_Rep._of-Social_Bond",,,"Korea, Rep. of",Not Applicable,"Korea, Rep. of",Not Applicable,11563704480.0,11563704480.0,2020-01-01,2020.0,,,Not Applicable,,,,,
"KAPSARC-2023-Korea,_Rep._of-Social_Bond",,,"Korea, Rep. of",Not Applicable,"Korea, Rep. of",Not Applicable,32571225100.0,32571225100.0,2023-01-01,2023.0,,,Not Applicable,,,,,
KAPSARC-2015-Latvia-Green_Bonds,,,Latvia,Not Applicable,Latvia,Not Applicable,103620500.0,103620500.0,2015-01-01,2015.0,,,Not Applicable,,,,,
KAPSARC-2017-Latvia-Green_Bonds,,,Latvia,Not Applicable,Latvia,Not Applicable,20985918.0,20985918.0,2017-01-01,2017.0,,,Not Applicable,,,,,
KAPSARC-2023-Latvia-Green_Bonds,,,Latvia,Not Applicable,Latvia,Not Applicable,52289768.0,52289768.0,2023-01-01,2023.0,,,Not Applicable,,,,,
KAPSARC-2017-Lithuania-Green_Bonds,,,Lithuania,Not Applicable,Lithuania,Not Applicable,313738613.0,313738613.0,2017-01-01,2017.0,,,Not Applicable,,,,,
KAPSARC-2021-Lithuania-Green_Bonds,,,Lithuania,Not Applicable,Lithuania,Not Applicable,36602838.0,36602838.0,2021-01-01,2021.0,,,Not Applicable,,,,,
KAPSARC-2007-Luxembourg-Green_Bonds,,,Luxembourg,Not Applicable,Luxembourg,Not Applicable,627477227.0,627477227.0,2007-01-01,2007.0,,,Not Applicable,,,,,
KAPSARC-2009-Luxembourg-Green_Bonds,,,Luxembourg,Not Applicable,Luxembourg,Not Applicable,277563462.0,277563462.0,2009-01-01,2009.0,,,Not Applicable,,,,,
KAPSARC-2010-Luxembourg-Green_Bonds,,,Luxembourg,Not Applicable,Luxembourg,Not Applicable,305852661.0,305852661.0,2010-01-01,2010.0,,,Not Applicable,,,,,
KAPSARC-2021-Luxembourg-Social_Bond,,,Luxembourg,Not Applicable,Luxembourg,Not Applicable,30458908.0,30458908.0,2021-01-01,2021.0,,,Not Applicable,,,,,
KAPSARC-2017-Luxembourg-Sustainability_Bond,,,Luxembourg,Not Applicable,Luxembourg,Not Applicable,25000000.0,25000000.0,2017-01-01,2017.0,,,Not Applicable,,,,,
KAPSARC-2021-Luxembourg-Sustainability_Bond,,,Luxembourg,Not Applicable,Luxembourg,Not Applicable,7967628283.0,7967628283.0,2021-01-01,2021.0,,,Not Applicable,,,,,
KAPSARC-2023-Luxembourg-Sustainability_Bond,,,Luxembourg,Not Applicable,Luxembourg,Not Applicable,1948852243.0,1948852243.0,2023-01-01,2023.0,,,Not Applicable,,,,,
KAPSARC-2020-Luxembourg-Linked_Bond,,,Luxembourg,Not Applicable,Luxembourg,Not Applicable,2823647524.0,2823647524.0,2020-01-01,2020.0,,,Not Applicable,,,,,
KAPSARC-2017-Malaysia-Green_Bonds,,,Malaysia,Not Applicable,Malaysia,Not Applicable,467588859.0,467588859.0,2017-01-01,2017.0,,,Not Applicable,,,,,
